Respondent_ID,Question Type,Recoded Value
222,FF1.3,5.0
138,FF3,4.0
81,FF6.3,2.0
220,FF2.2,4.0
87,FF1.3,4.0
164,FF4.3,4.0
179,FF1.7,4.0
58,FF1.1,5.0
65,FF2.1,5.0
180,FF1.4,1.0
172,FF1.1,5.0
122,FF2.3,4.0
192,FF1.4,5.0
32,FF2.11,3.0
123,FF2.11,3.0
241,FF2.11,4.0
137,FF2.8,4.0
56,FF4.4,4.0
260,FF1.4,4.0
6,FF1.6,5.0
53,FF2.6,5.0
69,FF2.6,5.0
146,FF2.8,4.0
230,FF6.3,2.0
8,FF4.3,3.0
51,FF2.5,4.0
56,FF5.6,3.0
91,FF4.4,5.0
179,FF2.8,4.0
144,FF4.4,4.0
56,FF2.1,4.0
59,FF2.6,5.0
216,FF6.1,4.0
170,FF2.6,5.0
145,FF3.4,2.0
243,FF4,4.0
214,FF2.2,4.0
206,FF6.1,4.0
85,FF6.1,4.0
218,FF1.5,5.0
138,FF5.7,3.0
81,FF1.3,5.0
136,FF3.2,2.0
227,FF5.7,4.0
47,FF5.2,2.0
78,FF1.3,5.0
254,FF4.1,2.0
171,FF4.2,4.0
23,FF2.7,4.0
261,FF5.4,4.0
224,FF4.3,2.0
152,FF2.11,4.0
113,FF4.2,5.0
59,FF6.2,5.0
204,FF1.1,4.0
199,FF2.1,5.0
111,FF4,4.0
231,FF6.2,5.0
127,FF6.3,2.0
237,FF6.3,2.0
64,FF5,2.0
89,FF3.4,3.0
93,FF4.4,5.0
128,FF2.5,5.0
238,FF5,4.0
231,FF4.2,5.0
249,FF3.3,4.0
66,FF2.10,2.0
126,FF2.7,4.0
250,FF5.1,4.0
68,FF6.3,3.0
256,FF3.4,2.0
143,FF1.2,5.0
186,FF2.7,4.0
215,FF3.1,4.0
33,FF5.3,2.0
155,FF4,4.0
78,FF5.7,4.0
148,F,
6,F,
190,FF1.1,5.0
159,FF1.2,4.0
245,FF6.1,5.0
198,FF2.3,4.0
118,FF5.1,4.0
51,FF2.10,4.0
236,FF3.2,4.0
206,FF1,4.0
192,FF1.2,5.0
10,FF4.2,4.0
226,FF2.11,4.0
87,FF6.3,2.0
239,FF5.2,2.0
90,FF1.5,4.0
71,FF5.1,5.0
222,FF1.4,5.0
124,FF2.6,4.0
117,FF6.4,3.0
109,FF2.4,4.0
10,FF6.2,5.0
117,FF6,2.0
247,FF2.8,4.0
135,FF3.1,4.0
177,FF3.1,4.0
186,FF1.1,5.0
16,FF6.3,4.0
10,FF6.4,3.0
206,FF6.2,4.0
32,FF5.6,1.0
165,FF1,5.0
66,FF6.4,4.0
90,FF3,3.0
135,FF6.2,4.0
201,FF2.7,4.0
258,FF6.4,4.0
113,FF5.3,4.0
156,FF3.3,4.0
84,FF5.3,3.0
115,FF4.2,5.0
47,FF1.6,4.0
102,FF2.11,3.0
67,FF6.4,2.0
32,FF4,4.0
161,FF3.4,4.0
65,FF6.2,3.0
204,FF3.4,5.0
151,FF1.4,5.0
88,FF6.4,3.0
143,F,
220,FF2.1,5.0
262,FF1.3,3.0
186,FF2.5,5.0
50,FF1.4,4.0
48,FF1.2,5.0
83,F,
223,FF5.1,4.0
181,FF1.2,5.0
182,FF2.4,4.0
226,FF1,5.0
236,FF2.6,4.0
2,FF2.2,3.0
11,FF2.2,4.0
103,FF5.4,2.0
219,FF2.6,4.0
249,FF2,5.0
158,FF4,3.0
173,FF2,5.0
73,FF1.5,5.0
155,FF5.5,2.0
207,FF5.5,2.0
153,FF6.3,2.0
199,FF2.9,4.0
99,FF4.3,2.0
226,FF2.7,4.0
179,FF2.3,4.0
178,FF4.2,4.0
1,FF2.4,4.0
23,FF2.6,4.0
240,FF2.6,5.0
148,FF3.3,4.0
122,FF1.2,4.0
107,FF1.6,4.0
17,FF6.1,5.0
215,FF1.6,4.0
60,FF2.10,5.0
197,FF2.11,5.0
238,FF5.6,3.0
162,FF6,2.0
234,FF1.2,4.0
174,FF4.3,1.0
17,FF3.5,3.0
68,FF2.11,4.0
127,FF1,4.0
208,FF4,4.0
19,FF4.1,2.0
78,FF2.6,5.0
193,FF1.4,3.0
20,FF3.5,1.0
170,FF3.5,4.0
15,FF2.5,5.0
210,FF2.7,5.0
105,FF6.3,3.0
223,FF1.7,4.0
85,FF3.3,4.0
214,FF2.1,3.0
5,FF4.2,4.0
112,FF4.3,2.0
200,FF1.7,4.0
139,FF3.5,1.0
15,FF2.11,3.0
264,FF6.1,4.0
184,FF1.5,4.0
25,FF2.3,4.0
208,FF1.3,3.0
1,FF2.2,4.0
37,FF2.2,5.0
150,FF5.7,5.0
82,FF2.4,4.0
178,F,
261,FF1.2,4.0
212,FF3.2,3.0
236,FF2.7,2.0
230,FF3.2,4.0
53,FF1.5,5.0
141,FF5.6,2.0
155,F,
134,FF2.10,4.0
16,FF3.5,4.0
147,FF2.11,4.0
229,FF6.2,4.0
83,FF1.6,5.0
253,FF1.6,5.0
60,FF2.2,4.0
160,FF5,3.0
168,FF6.3,2.0
173,FF1.1,3.0
87,FF6,3.0
36,FF6,2.0
218,FF3.4,4.0
37,FF1,5.0
180,FF6.1,4.0
78,FF6.2,5.0
238,FF4.4,4.0
80,FF5.2,1.0
240,FF4,5.0
141,FF2.11,4.0
175,FF5.2,5.0
28,FF2.6,5.0
15,FF4.2,4.0
127,FF3.3,4.0
60,FF2.5,5.0
86,FF4.2,3.0
131,FF4.2,4.0
126,FF1.7,4.0
63,FF1.7,4.0
219,FF2.3,4.0
206,FF5.2,5.0
176,FF2.10,5.0
80,FF1.7,5.0
63,FF1.4,3.0
229,FF1.4,4.0
106,FF2.8,4.0
231,FF6,2.0
154,FF3.5,4.0
203,FF5.4,3.0
130,FF6.1,4.0
211,FF1.1,4.0
32,FF2.6,5.0
61,FF4.3,1.0
152,FF3.5,2.0
111,FF2.5,4.0
74,FF6.2,5.0
100,F,
222,FF5.6,2.0
58,FF4.3,2.0
225,FF6.4,3.0
92,FF3.4,2.0
213,FF5,1.0
60,FF1.1,5.0
170,FF2.4,5.0
264,F,
136,FF3,4.0
88,FF2.6,5.0
128,FF4,4.0
65,FF5.6,4.0
65,F,
142,FF1.3,5.0
150,FF2.10,5.0
172,FF2.10,5.0
245,FF3.5,3.0
19,FF2.11,4.0
137,FF2.2,4.0
202,FF5.4,4.0
40,FF1.5,4.0
123,FF1.2,4.0
157,FF1.7,5.0
50,FF3.1,4.0
259,FF1,4.0
109,FF5.3,4.0
3,F,
205,FF5.3,4.0
252,FF2.8,4.0
142,FF1.5,5.0
166,FF1.7,4.0
255,FF1.7,5.0
83,FF4.4,4.0
232,FF4.4,5.0
264,FF4.4,4.0
92,FF4.2,3.0
11,FF3.3,2.0
10,FF5.7,5.0
73,FF3.3,5.0
122,FF1.5,4.0
245,FF3,4.0
180,FF2,5.0
61,FF4,5.0
184,FF1.1,5.0
31,FF3.4,3.0
158,FF2.6,4.0
124,FF2,5.0
72,FF2.5,5.0
232,FF6.3,1.0
101,FF5.7,4.0
30,FF3.1,3.0
117,FF2.4,5.0
33,FF6.3,2.0
197,FF3.4,5.0
239,FF2.3,4.0
212,FF4.3,4.0
47,F,
83,FF5.1,3.0
64,FF1.3,5.0
26,FF1.6,4.0
151,FF2.1,5.0
227,FF5.2,2.0
237,FF4,4.0
19,FF5.1,4.0
256,FF2.5,4.0
147,FF6.4,4.0
70,FF5.7,5.0
78,FF3.5,2.0
97,FF2.3,4.0
185,FF5.6,4.0
255,FF3.5,4.0
51,FF5.4,3.0
171,FF4,3.0
26,FF2.3,4.0
228,F,
201,FF5.6,4.0
185,FF2.11,5.0
21,FF2.2,5.0
8,F,
213,FF5.2,2.0
220,FF2.8,5.0
34,FF3.2,3.0
111,FF6.3,3.0
196,FF1.1,4.0
29,FF2.4,5.0
182,FF3.4,3.0
21,FF5,4.0
74,FF2.10,4.0
102,FF3,4.0
211,FF5.6,4.0
64,FF4.4,4.0
134,FF3,4.0
60,FF2.6,5.0
27,FF3.5,3.0
135,FF1.7,5.0
201,FF2.8,4.0
191,FF4.1,2.0
90,FF5.6,2.0
108,FF4.2,4.0
220,FF3.3,4.0
228,FF1.7,2.0
255,FF2.7,5.0
62,FF4.1,1.0
147,FF5,3.0
156,FF3,5.0
232,FF4.1,2.0
104,FF2.6,4.0
235,FF3.1,4.0
194,FF3.4,2.0
20,FF6.4,4.0
73,FF6.4,4.0
102,FF2.8,4.0
103,FF4,3.0
90,FF1.4,4.0
236,FF1.4,3.0
56,FF4.2,4.0
224,FF3.4,5.0
83,FF5.5,1.0
223,FF6.1,4.0
80,FF5.7,5.0
77,FF1.7,4.0
67,FF3.1,4.0
33,FF1.1,4.0
159,FF3.5,2.0
151,FF1.5,5.0
50,FF1.2,4.0
157,FF5.3,5.0
260,FF5,2.0
166,FF1.1,5.0
26,FF6,2.0
224,FF2.5,5.0
252,FF1.1,4.0
25,FF6.4,3.0
114,FF2.7,5.0
124,FF2.5,5.0
13,FF1.5,3.0
18,FF6.3,1.0
135,FF6.3,2.0
220,FF6.2,4.0
163,FF5.6,1.0
192,FF2.8,5.0
35,FF2.8,4.0
20,FF3,4.0
218,FF5.6,2.0
7,FF1.5,4.0
248,FF1,3.0
161,FF4,4.0
116,FF2.2,4.0
85,FF2.6,4.0
137,FF4.1,5.0
171,FF2.11,5.0
176,FF2.11,4.0
130,FF3.4,4.0
115,FF1.1,4.0
97,FF1.1,4.0
66,FF2.1,4.0
113,FF1.7,4.0
148,FF5.4,4.0
58,FF5.6,4.0
57,FF5.7,5.0
201,FF5.7,4.0
118,FF2.11,4.0
249,FF1.6,4.0
55,FF5.4,4.0
113,FF5,2.0
101,FF6.1,3.0
74,FF6,1.0
27,FF6,4.0
98,FF6,3.0
91,FF2.7,4.0
127,FF1.7,3.0
155,FF4.4,4.0
188,FF5,3.0
85,FF2.1,4.0
58,FF4,3.0
79,FF2.6,5.0
193,FF5.1,3.0
34,FF6.1,4.0
225,FF4.2,3.0
29,FF2.7,3.0
89,FF3.2,4.0
139,FF3.3,5.0
9,FF1.6,4.0
76,FF2.9,5.0
181,FF5.3,4.0
199,FF5.4,3.0
149,FF5.5,1.0
199,FF2.5,5.0
90,FF2.9,4.0
51,FF3.4,4.0
42,FF5.2,1.0
214,FF3,2.0
225,FF5.5,1.0
68,FF5,2.0
122,FF5.2,2.0
57,FF3,4.0
174,FF2.8,5.0
53,FF1.4,4.0
251,FF2,5.0
261,FF1.3,4.0
40,FF5.3,3.0
147,F,
249,FF1,4.0
231,FF4.3,3.0
132,FF2,5.0
82,FF6,2.0
168,FF5.1,5.0
181,FF4.4,5.0
213,FF3.4,3.0
39,FF5.7,4.0
157,FF5.7,5.0
7,FF6.4,3.0
103,FF3.3,4.0
13,FF5.2,2.0
106,FF2.9,4.0
224,FF5.2,1.0
159,F,
201,FF2.4,5.0
95,FF2.5,5.0
36,FF1.4,3.0
256,FF1.6,4.0
53,FF6.4,2.0
227,FF1.1,4.0
187,FF4.2,4.0
164,FF3.4,5.0
128,FF5.1,4.0
237,FF2.6,5.0
84,FF3.5,3.0
54,FF2.1,5.0
21,FF2.4,5.0
47,FF4.3,3.0
124,FF4,4.0
174,FF1.2,5.0
52,FF5.5,2.0
225,FF6.1,3.0
41,FF2.4,4.0
247,FF3.2,3.0
83,FF4.1,4.0
130,FF1.5,4.0
33,FF5.7,4.0
95,FF5.7,5.0
52,FF6.2,5.0
252,FF6.2,4.0
97,FF2.6,5.0
154,FF2.8,5.0
96,FF3.4,4.0
226,FF3.4,3.0
119,FF3.4,4.0
17,FF1.3,4.0
222,FF3,4.0
26,FF2.2,4.0
193,FF4.2,4.0
134,FF6,4.0
92,FF3.3,4.0
73,FF2.2,4.0
27,FF3.4,4.0
262,FF2.3,3.0
16,FF2.2,5.0
167,FF1.2,4.0
168,FF1.3,5.0
118,FF5.3,4.0
11,FF5.6,2.0
177,FF3.5,5.0
44,FF5.3,4.0
168,FF3.2,4.0
5,FF2.2,4.0
235,FF1.5,5.0
152,FF1.6,5.0
81,FF2,4.0
153,FF6.1,4.0
177,FF1,5.0
152,FF5.5,1.0
187,FF6.4,4.0
92,FF2.11,4.0
193,FF3.2,4.0
151,FF4.1,1.0
181,FF1.5,5.0
64,FF2.4,4.0
117,FF4.1,3.0
207,FF6.4,3.0
16,FF3,5.0
142,FF1,5.0
72,FF1.2,5.0
149,FF5.3,3.0
182,FF1.6,5.0
136,FF1.2,5.0
79,FF6.1,4.0
30,FF5.4,3.0
204,FF5.6,5.0
16,FF5.1,5.0
7,FF3.5,4.0
133,FF2,5.0
127,FF2.5,5.0
227,FF2.5,5.0
53,FF1.3,5.0
256,FF2.9,4.0
152,FF3.4,4.0
124,FF4.4,4.0
46,FF5.7,5.0
248,FF6,4.0
129,FF2.4,5.0
128,FF5.2,2.0
105,FF1.7,3.0
18,FF1.5,3.0
99,FF5.3,4.0
18,FF2.7,4.0
178,FF5.3,4.0
147,FF1.3,4.0
114,FF5.4,3.0
162,FF3.3,4.0
189,FF1.6,5.0
168,FF2.9,5.0
40,FF2.10,5.0
80,FF2.6,5.0
144,FF2.6,5.0
224,FF1,5.0
80,FF2.10,5.0
157,FF4.1,5.0
260,FF1.6,5.0
191,FF2.3,5.0
161,FF2.3,4.0
244,FF2.3,5.0
225,FF4.1,2.0
160,FF5.6,3.0
124,FF2.8,5.0
121,FF1.5,1.0
61,FF5.6,1.0
70,FF5.1,4.0
28,FF2.7,5.0
187,FF5,2.0
100,FF6.3,2.0
99,FF3.2,4.0
50,FF5.3,4.0
203,FF6.1,5.0
135,FF2.3,5.0
149,FF5.2,1.0
76,FF2.3,4.0
61,FF2.6,5.0
181,FF6.2,4.0
95,FF5.3,4.0
160,FF2.3,4.0
183,FF6,4.0
162,FF3,4.0
70,FF2.3,5.0
14,FF3.1,4.0
168,FF1.6,5.0
209,FF5.5,2.0
98,FF2,4.0
92,FF6.2,5.0
225,FF2,4.0
92,FF5.7,5.0
131,FF2.11,5.0
12,FF2,4.0
75,FF2.7,5.0
23,FF6.3,1.0
176,FF5.6,3.0
165,FF2.10,4.0
209,FF1.1,5.0
186,FF2.4,5.0
50,FF1.1,4.0
114,FF2.5,4.0
260,FF2.8,4.0
144,FF2.9,4.0
102,FF6.2,4.0
243,FF2.6,4.0
209,FF5.6,2.0
193,FF3,4.0
14,FF5.7,4.0
127,FF2.10,4.0
112,FF4.2,4.0
216,FF3.1,4.0
222,FF3.2,4.0
252,FF6,2.0
236,FF6.2,3.0
82,FF5.1,4.0
11,FF6.2,5.0
168,FF4.2,4.0
251,FF1.6,5.0
83,FF3.4,2.0
220,FF6.4,3.0
257,FF4.4,5.0
49,FF1,4.0
123,FF3,3.0
207,FF5,5.0
82,FF4.1,4.0
191,FF2.6,5.0
193,FF5.4,3.0
73,FF1.6,5.0
43,FF3.5,4.0
65,FF3.5,2.0
39,FF5.4,2.0
116,FF2.5,5.0
24,FF4.2,5.0
43,F,
194,FF2.6,5.0
206,FF3.1,4.0
118,FF3.2,4.0
184,FF5,2.0
119,FF1,4.0
12,FF1.2,5.0
235,FF2.8,4.0
197,FF2.9,5.0
110,FF4.3,2.0
111,FF5,3.0
247,FF2.6,5.0
138,FF4.1,3.0
247,F,
211,FF1.3,4.0
25,FF3.4,4.0
241,FF1.7,4.0
62,FF2.7,5.0
200,FF1.6,4.0
105,FF4,4.0
91,FF6.4,4.0
189,FF1.1,5.0
220,FF3,4.0
79,FF5.1,4.0
66,FF6.1,4.0
93,FF2.4,5.0
184,FF2.8,4.0
144,FF1.5,5.0
18,FF1.6,5.0
184,FF5.6,1.0
253,FF5.6,3.0
69,FF2.7,5.0
99,FF3.4,3.0
198,FF1.3,4.0
148,FF6,4.0
24,FF2.8,5.0
78,FF5.4,3.0
94,FF3.3,4.0
168,FF5.5,1.0
93,FF1.3,5.0
31,FF2.10,4.0
77,FF2.3,2.0
185,FF3.2,1.0
158,FF2.9,4.0
76,FF4.4,4.0
69,FF2.11,5.0
166,FF6,5.0
98,FF2.3,5.0
9,FF4.1,2.0
254,FF5.2,2.0
57,FF2.8,5.0
190,FF6.3,2.0
129,FF4.3,5.0
251,FF4.2,5.0
124,FF2.4,5.0
116,FF4.2,3.0
194,FF2.4,4.0
159,FF6.1,4.0
139,FF6.1,5.0
17,FF6.3,2.0
24,FF3,4.0
144,FF1.3,5.0
115,FF5.5,3.0
192,FF1.6,5.0
69,FF2.8,5.0
39,FF5.5,2.0
118,FF2.10,4.0
48,FF6.2,5.0
263,FF2.10,4.0
194,FF1.7,2.0
14,FF4.3,3.0
228,FF4.4,4.0
251,FF3.5,5.0
137,FF5,2.0
187,FF1.1,5.0
145,FF3,2.0
188,FF5.1,4.0
262,FF3.3,4.0
92,F,
213,FF2.1,4.0
228,FF4.2,4.0
52,FF6.3,2.0
263,FF2.11,4.0
163,FF4.1,2.0
226,FF3.5,4.0
89,FF5.7,4.0
208,FF2,5.0
81,FF6.1,5.0
38,FF2.6,5.0
192,FF2.2,5.0
26,FF5.2,2.0
147,FF2.6,5.0
108,FF5,4.0
187,FF4.1,3.0
188,FF2.6,5.0
131,FF1.4,5.0
141,FF1.7,4.0
142,FF3,4.0
152,FF2,4.0
249,FF3.1,4.0
76,FF1.5,5.0
229,FF2.9,4.0
126,FF4.4,5.0
198,FF2.5,4.0
168,FF5.7,
94,FF1,4.0
154,FF2.3,5.0
95,FF5.4,4.0
112,FF5.6,2.0
7,FF5.1,3.0
243,FF5.4,3.0
207,FF5.3,5.0
5,FF6.2,5.0
203,FF6.3,1.0
184,FF6.1,5.0
256,FF5.7,4.0
91,FF5.4,4.0
248,FF3.4,3.0
261,FF5.3,4.0
117,FF5.4,3.0
164,FF1.4,4.0
264,FF6.3,3.0
63,FF2.3,4.0
176,FF1.3,4.0
168,FF2.1,4.0
12,FF6.1,5.0
58,FF2.8,4.0
134,FF5.4,3.0
74,FF5.1,3.0
212,FF5.1,4.0
239,FF5.6,4.0
86,FF3.4,2.0
172,FF6.3,1.0
222,FF4.2,4.0
116,FF2.10,4.0
150,FF3.1,5.0
132,FF5.7,4.0
193,FF2.7,4.0
52,FF3.3,3.0
122,FF2.4,5.0
258,FF3.3,3.0
67,FF2.10,5.0
148,FF5.7,4.0
147,FF3.4,4.0
259,FF2.2,4.0
161,FF4.2,4.0
43,FF5,4.0
175,FF4,5.0
3,FF1.1,5.0
135,FF5.1,3.0
261,FF5.1,4.0
143,FF1.5,4.0
36,FF1.7,2.0
261,FF6.4,
200,FF2,4.0
244,FF1.2,5.0
171,FF2.10,4.0
124,FF5.4,4.0
150,FF3.4,5.0
225,FF5.4,3.0
86,FF2,4.0
121,FF3.3,1.0
171,FF6.3,1.0
132,FF4.4,5.0
6,FF2.3,4.0
168,FF5.3,5.0
150,FF4,5.0
93,FF2.2,4.0
90,FF4.2,4.0
201,FF4,4.0
52,F,
253,FF5.2,5.0
167,FF2.8,4.0
13,FF3,3.0
178,FF2.2,4.0
206,FF3,4.0
149,FF4.1,2.0
45,FF3.2,3.0
150,FF1.6,5.0
124,FF6.4,4.0
215,FF2.8,4.0
139,FF1.6,5.0
227,FF6,3.0
177,FF2,5.0
209,FF2.1,4.0
161,FF1,4.0
159,FF5.1,4.0
164,FF1.2,5.0
46,FF2.2,5.0
117,FF2,5.0
136,FF2.4,5.0
164,FF2.4,5.0
213,FF1.1,5.0
182,FF5.3,5.0
90,FF2.8,4.0
95,FF2.8,5.0
71,FF5.4,5.0
122,FF3.3,3.0
110,FF1.5,5.0
118,FF1.3,4.0
188,FF5.5,2.0
198,FF2.10,2.0
191,FF4.4,5.0
85,FF1.1,4.0
184,FF5.1,4.0
121,FF3,1.0
100,FF1.4,3.0
42,FF4.1,3.0
68,FF5.2,1.0
3,FF5.6,2.0
62,FF4,4.0
191,FF3.4,4.0
261,FF3.4,4.0
262,FF5.5,1.0
78,FF5.2,2.0
94,FF1.5,4.0
182,FF6.4,4.0
104,F,
61,FF2,5.0
205,FF2.4,4.0
117,FF1,5.0
106,FF2,5.0
68,FF6.1,5.0
81,FF5.2,2.0
174,FF5.7,5.0
169,FF5.6,2.0
161,FF2.1,4.0
117,FF2.6,5.0
194,FF3.1,3.0
224,FF5.1,4.0
67,FF5,2.0
136,FF5.7,5.0
21,FF6.3,2.0
69,FF6,2.0
33,FF4,4.0
74,FF4.3,4.0
67,FF6.3,2.0
64,FF3.4,4.0
158,FF1.1,5.0
36,FF4,3.0
145,FF2.2,5.0
243,F,
151,FF4.2,5.0
124,FF3,4.0
71,FF3.1,4.0
218,FF5.4,5.0
16,FF3.2,5.0
144,FF1.6,5.0
137,FF1,4.0
44,FF1.5,4.0
167,FF1.1,4.0
2,FF6.2,4.0
11,FF6.3,2.0
19,FF5.3,5.0
173,FF4.3,5.0
138,FF2.2,4.0
232,FF1.7,5.0
62,FF6.1,4.0
13,FF2.10,3.0
181,FF2.10,5.0
82,FF2.6,5.0
199,FF6.1,5.0
238,FF3.3,3.0
192,FF5.1,5.0
3,FF5.7,5.0
232,FF1.2,5.0
81,FF2.7,4.0
244,FF3.1,5.0
163,FF5.7,4.0
162,FF3.2,4.0
212,FF2.9,4.0
228,FF2.4,5.0
142,FF5.7,5.0
2,FF5.2,4.0
57,F,
203,FF4.2,5.0
85,FF5,4.0
136,FF6,3.0
105,FF5.2,2.0
111,FF5.2,4.0
98,FF4.1,1.0
247,FF2.7,4.0
260,FF6.3,1.0
217,FF3.5,1.0
196,FF1.6,5.0
93,FF6,3.0
37,FF1.2,5.0
105,FF2.2,4.0
156,FF2.9,5.0
107,FF3.5,2.0
88,FF2.8,4.0
262,FF4.3,2.0
255,FF4.4,4.0
45,FF1.1,5.0
197,F,
24,FF1,5.0
175,FF2.1,5.0
174,F,
54,FF4.1,3.0
145,FF4,4.0
16,FF1,3.0
77,FF1.2,4.0
219,FF2.2,4.0
128,FF6.2,4.0
143,FF2.6,4.0
239,FF2,4.0
97,FF1.3,4.0
160,FF3.1,4.0
184,F,
230,FF5,2.0
202,FF2.5,4.0
154,FF1.3,5.0
119,FF5.6,3.0
155,FF1.7,2.0
62,FF3.4,4.0
77,FF2.7,4.0
125,FF5.3,3.0
207,FF2.1,4.0
186,FF6.2,4.0
11,FF2.7,4.0
214,FF6.1,4.0
132,FF1.4,3.0
183,FF1.4,3.0
67,FF2.4,5.0
9,FF5.2,4.0
243,FF1.4,3.0
6,FF2.7,2.0
181,FF6.3,2.0
33,FF6.2,4.0
148,FF2.7,4.0
242,FF5.7,4.0
34,FF3.5,1.0
12,FF5.3,5.0
39,FF2.8,4.0
126,FF3.4,2.0
63,FF5.2,2.0
58,FF6.4,4.0
92,FF1.4,4.0
190,FF1.5,5.0
232,FF3.2,4.0
139,FF1.3,5.0
97,FF4.4,4.0
133,FF2.5,4.0
192,FF3,5.0
242,FF5.1,3.0
243,FF6.1,4.0
15,FF5.4,3.0
45,FF2.9,5.0
17,FF3,3.0
237,FF2.9,4.0
220,FF1.6,5.0
17,FF1.7,3.0
259,FF1.7,3.0
62,FF2.8,5.0
104,FF1.7,4.0
30,FF1.3,4.0
82,FF1.4,3.0
148,FF5.6,2.0
164,FF3.3,4.0
219,FF1.2,4.0
205,FF5,4.0
180,FF3.3,4.0
149,FF2.11,5.0
99,FF2.8,5.0
58,FF1.2,4.0
132,FF2.1,5.0
138,FF3.3,4.0
161,FF5.4,4.0
264,FF2.4,4.0
230,FF6.2,5.0
62,FF5.1,4.0
94,FF4.3,3.0
125,FF5.4,4.0
12,FF2.8,4.0
257,FF5.3,3.0
193,FF1.7,3.0
22,FF1,5.0
145,FF4.2,4.0
203,FF2.10,5.0
105,FF6.1,4.0
145,FF5.6,2.0
145,FF2.10,4.0
219,FF6.4,3.0
53,FF6,2.0
115,FF4,4.0
252,FF3.5,1.0
104,FF3,4.0
180,FF5.2,2.0
231,FF6.1,5.0
33,FF2.7,4.0
131,FF6.3,1.0
53,FF3.2,4.0
143,FF1.1,4.0
249,FF1.4,4.0
53,FF5.7,5.0
51,FF2.4,4.0
4,FF2.10,4.0
256,FF5,3.0
245,FF4.2,4.0
95,FF3.5,3.0
80,FF5,
241,FF5.6,4.0
211,FF2.6,4.0
16,FF5.4,5.0
16,FF2,5.0
264,FF5.4,3.0
86,FF1.6,5.0
116,FF4,3.0
66,FF1.1,4.0
139,FF3,3.0
19,FF2.6,5.0
115,FF1.5,4.0
194,FF5.4,4.0
27,F,
24,FF5.3,4.0
41,FF3.3,3.0
113,FF6.3,2.0
16,FF5,4.0
33,FF1.5,3.0
247,FF4.3,3.0
112,F,
155,FF5.2,2.0
103,F,
73,FF5,4.0
75,FF2.4,4.0
105,FF1.2,4.0
31,FF2.8,5.0
202,FF4.2,4.0
56,FF1.5,5.0
88,FF5.6,2.0
19,FF4,5.0
256,FF5.1,4.0
47,FF2.7,4.0
63,FF2.8,4.0
77,FF3.4,4.0
247,FF1.7,5.0
22,FF6.4,3.0
260,FF2.11,3.0
223,FF2.8,4.0
88,FF2.10,4.0
16,FF1.2,4.0
111,FF3.2,4.0
201,FF5.3,4.0
95,FF6.3,1.0
256,FF3,4.0
194,FF5.3,4.0
110,FF2.1,5.0
178,FF3,4.0
195,FF5.4,3.0
25,FF6,3.0
233,FF1.2,4.0
261,FF3.2,4.0
152,FF3.2,4.0
144,FF6.1,5.0
238,FF1,4.0
64,FF3,4.0
134,FF1.2,4.0
50,FF6.3,4.0
63,FF5.5,1.0
143,FF2.9,4.0
68,FF5.4,4.0
152,FF2.10,4.0
55,FF6.4,4.0
174,FF5.4,5.0
153,FF3,4.0
207,FF6,2.0
203,FF1,5.0
210,FF4.1,4.0
33,FF2.5,5.0
144,FF2.1,4.0
115,FF2.1,4.0
48,FF2.6,5.0
137,FF2.9,4.0
68,FF6.4,4.0
151,FF2.11,5.0
246,FF3.2,4.0
213,F,
123,FF5.7,3.0
151,FF2.6,4.0
115,FF2.2,5.0
23,FF2.9,4.0
81,FF2.11,5.0
173,FF1.2,5.0
26,FF5.6,3.0
167,FF5.5,1.0
87,FF2.5,4.0
37,FF5.6,1.0
202,F,
226,FF5.5,3.0
224,FF4.2,5.0
212,FF2.1,4.0
251,FF6.2,5.0
201,FF2.9,4.0
99,FF1,5.0
244,FF5.6,2.0
52,FF4,4.0
38,FF6.2,5.0
76,FF5.5,1.0
253,FF3.1,3.0
169,FF6.3,3.0
97,FF3.5,2.0
74,FF1.1,5.0
113,FF2.7,5.0
43,FF4,5.0
66,FF3.1,2.0
51,FF2.6,5.0
118,FF5,2.0
191,FF1.3,4.0
2,FF3.2,3.0
264,FF3.3,3.0
43,FF1.5,5.0
192,FF6.3,2.0
81,FF3.3,4.0
209,FF6.4,4.0
102,FF5.1,4.0
86,FF5.4,3.0
261,FF4.3,3.0
183,FF2.3,4.0
218,FF5.3,5.0
23,FF2.3,2.0
194,FF2.3,5.0
2,FF1.3,4.0
63,F,
58,FF5.7,4.0
15,FF1.2,5.0
258,FF3.5,2.0
189,FF2.6,5.0
80,FF3.2,5.0
264,FF2,5.0
161,FF2.5,4.0
177,FF2.5,5.0
21,FF2.1,5.0
54,FF2.3,5.0
203,FF2.3,5.0
179,FF5.5,2.0
176,FF3.3,4.0
227,FF2.4,4.0
179,FF5.6,2.0
112,FF6,2.0
143,FF6,2.0
63,FF4.4,4.0
81,FF5.1,3.0
82,FF4.2,5.0
31,FF1.7,3.0
138,FF1.3,5.0
120,FF2.4,5.0
35,FF1.5,4.0
112,FF5.7,5.0
9,FF2.3,5.0
162,FF2.11,4.0
178,FF2.6,4.0
31,FF1.2,5.0
51,FF2.3,4.0
79,FF2.7,5.0
65,FF6.4,5.0
190,FF2.5,5.0
40,FF1.6,4.0
262,FF2.1,5.0
126,FF6.4,4.0
5,FF3.3,4.0
179,FF1.6,5.0
9,FF4.3,2.0
111,FF4.2,4.0
